alpha,t2,w2,s2,b2,p2
0.001,0,0,0,0,0
0.002,0,0,5.98802395209581e-06,0,0
0.003,0,0,1.79640718562874e-05,0,0
0.004,0,0,1.79640718562874e-05,0,0
0.005,0,0,2.39520958083832e-05,0,0
0.006,0,0,2.39520958083832e-05,0,0
0.007,0,0,2.9940119760479e-05,0,0
0.008,0,0,2.9940119760479e-05,0,0
0.009,0,0,4.19161676646707e-05,5.98802395209581e-06,0
0.01,0,0,4.19161676646707e-05,5.98802395209581e-06,0
0.02,1.79640718562874e-05,1.79640718562874e-05,0.000143712574850299,1.79640718562874e-05,1.79640718562874e-05
0.03,3.59281437125749e-05,2.9940119760479e-05,0.000239520958083832,3.59281437125749e-05,3.59281437125749e-05
0.04,5.38922155688623e-05,6.58682634730539e-05,0.000347305389221557,5.98802395209581e-05,5.38922155688623e-05
0.05,7.18562874251497e-05,7.78443113772455e-05,0.000407185628742515,7.78443113772455e-05,7.18562874251497e-05
0.06,8.98203592814371e-05,9.58083832335329e-05,0.000461077844311377,0.000101796407185629,8.98203592814371e-05
0.07,0.000107784431137725,0.000131736526946108,0.000550898203592814,0.000107784431137725,0.000107784431137725
0.08,0.000125748502994012,0.000173652694610778,0.000670658682634731,0.000137724550898204,0.000125748502994012
0.09,0.000161676646706587,0.000191616766467066,0.000784431137724551,0.000179640718562874,0.000167664670658683
0.1,0.00018562874251497,0.000209580838323353,0.000874251497005988,0.000197604790419162,0.000191616766467066
