alpha,t2,w2,s2,b2,p2
0.001,0,0,0,5.98802395209581e-06,0
0.002,0,0,5.98802395209581e-06,1.19760479041916e-05,0
0.003,5.98802395209581e-06,0,5.98802395209581e-06,2.39520958083832e-05,0
0.004,5.98802395209581e-06,0,5.98802395209581e-06,2.39520958083832e-05,0
0.005,1.19760479041916e-05,5.98802395209581e-06,1.79640718562874e-05,2.39520958083832e-05,1.19760479041916e-05
0.006,1.19760479041916e-05,5.98802395209581e-06,1.79640718562874e-05,2.9940119760479e-05,1.79640718562874e-05
0.007,2.39520958083832e-05,1.19760479041916e-05,1.79640718562874e-05,4.19161676646707e-05,2.39520958083832e-05
0.008,2.39520958083832e-05,2.39520958083832e-05,5.98802395209581e-05,5.38922155688623e-05,2.39520958083832e-05
0.009,2.39520958083832e-05,3.59281437125749e-05,5.98802395209581e-05,5.98802395209581e-05,2.9940119760479e-05
0.01,2.39520958083832e-05,4.19161676646707e-05,5.98802395209581e-05,7.78443113772455e-05,2.9940119760479e-05
0.02,8.38323353293413e-05,7.18562874251497e-05,0.000137724550898204,0.000143712574850299,6.58682634730539e-05
0.03,0.000137724550898204,0.000119760479041916,0.00018562874251497,0.000215568862275449,0.00011377245508982
0.04,0.000197604790419162,0.000209580838323353,0.000263473053892216,0.000311377245508982,0.000173652694610778
0.05,0.000269461077844311,0.00025748502994012,0.000383233532934132,0.000377245508982036,0.000227544910179641
0.06,0.000335329341317365,0.000341317365269461,0.000449101796407186,0.000479041916167665,0.000305389221556886
0.07,0.000395209580838323,0.000437125748502994,0.000562874251497006,0.000562874251497006,0.00037125748502994
0.08,0.000497005988023952,0.00055688622754491,0.000778443113772455,0.000640718562874252,0.000461077844311377
0.09,0.000574850299401198,0.000724550898203593,0.000778443113772455,0.000724550898203593,0.000538922155688623
0.1,0.000646706586826347,0.000838323353293413,0.000994011976047904,0.000874251497005988,0.000592814371257485
