delta,t2,w2,s2,b2,p2
0.01,0.000173652694610778,0.000191616766467066,0.000808383233532934,0.000239520958083832,0.00018562874251497
0.02,2.39520958083832e-05,5.38922155688623e-05,0.000431137724550898,4.79041916167665e-05,2.39520958083832e-05
0.03,5.98802395209581e-06,1.19760479041916e-05,9.58083832335329e-05,5.98802395209581e-06,5.98802395209581e-06
0.04,0,0,5.98802395209581e-05,0,0
0.05,0,0,3.59281437125749e-05,0,0
0.06,0,0,5.98802395209581e-06,0,0
0.07,0,0,1.79640718562874e-05,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
