delta,t2,w2,s2,b2,p2
0.01,7.78443113772455e-05,0.000179640718562874,0.000161676646706587,0.000449101796407186,0.000155688622754491
0.02,2.39520958083832e-05,6.58682634730539e-05,5.98802395209581e-05,0.000143712574850299,7.78443113772455e-05
0.03,1.19760479041916e-05,2.9940119760479e-05,1.19760479041916e-05,8.38323353293413e-05,3.59281437125749e-05
0.04,5.98802395209581e-06,1.19760479041916e-05,1.19760479041916e-05,3.59281437125749e-05,5.98802395209581e-06
0.05,0,5.98802395209581e-06,5.98802395209581e-06,1.19760479041916e-05,5.98802395209581e-06
0.06,0,0,0,0,0
0.07,0,0,0,5.98802395209581e-06,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
