delta,t2,w2,s2,b2,p2
0.01,0.000209580838323353,0.00018562874251497,0.000341317365269461,0.00037125748502994,0.000239520958083832
0.02,8.38323353293413e-05,5.98802395209581e-05,0.000203592814371258,0.000203592814371258,0.000101796407185629
0.03,3.59281437125749e-05,3.59281437125749e-05,6.58682634730539e-05,7.78443113772455e-05,4.19161676646707e-05
0.04,5.98802395209581e-06,5.98802395209581e-06,2.39520958083832e-05,1.79640718562874e-05,5.98802395209581e-06
0.05,5.98802395209581e-06,1.79640718562874e-05,3.59281437125749e-05,5.98802395209581e-06,5.98802395209581e-06
0.06,0,0,1.79640718562874e-05,0,0
0.07,0,0,0,0,0
0.08,0,0,5.98802395209581e-06,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
