delta,t2,w2,s2,b2,p2
0.01,0.000209580838323353,7.18562874251497e-05,0.00025748502994012,0.000892215568862276,0.00029940119760479
0.02,0.000203592814371258,7.18562874251497e-05,0.000191616766467066,0.000694610778443114,0.000287425149700599
0.03,0.000143712574850299,2.9940119760479e-05,0.000137724550898204,0.000520958083832335,0.000191616766467066
0.04,0.000101796407185629,4.79041916167665e-05,7.78443113772455e-05,0.000377245508982036,0.000131736526946108
0.05,5.98802395209581e-05,5.98802395209581e-06,6.58682634730539e-05,0.000221556886227545,0.000107784431137725
0.06,1.79640718562874e-05,1.79640718562874e-05,4.19161676646707e-05,0.000149700598802395,7.18562874251497e-05
0.07,1.79640718562874e-05,0,1.79640718562874e-05,7.78443113772455e-05,2.9940119760479e-05
0.08,1.19760479041916e-05,0,5.98802395209581e-06,7.78443113772455e-05,2.39520958083832e-05
0.09,1.19760479041916e-05,0,1.79640718562874e-05,5.38922155688623e-05,2.9940119760479e-05
0.1,0,0,5.98802395209581e-06,5.98802395209581e-05,5.98802395209581e-06
