delta,t2,w2,s2,b2,p2
0.01,0.000269461077844311,8.98203592814371e-05,0.000221556886227545,0.00107185628742515,0.000281437125748503
0.02,0.000131736526946108,5.38922155688623e-05,0.000131736526946108,0.000497005988023952,0.000119760479041916
0.03,5.98802395209581e-05,1.19760479041916e-05,6.58682634730539e-05,0.000281437125748503,5.38922155688623e-05
0.04,4.79041916167665e-05,1.19760479041916e-05,3.59281437125749e-05,0.000125748502994012,4.19161676646707e-05
0.05,1.79640718562874e-05,5.98802395209581e-06,2.9940119760479e-05,0.000107784431137725,2.39520958083832e-05
0.06,5.98802395209581e-06,0,1.19760479041916e-05,4.19161676646707e-05,5.98802395209581e-06
0.07,0,0,0,3.59281437125749e-05,0
0.08,0,0,0,1.19760479041916e-05,0
0.09,0,0,0,5.98802395209581e-06,0
0.1,0,0,0,5.98802395209581e-06,0
