delta,t2,w2,s2,b2,p2
0.01,7.18562874251497e-05,0.000179640718562874,0.000137724550898204,0.000317365269461078,0.000131736526946108
0.02,2.9940119760479e-05,9.58083832335329e-05,7.78443113772455e-05,0.000101796407185629,4.19161676646707e-05
0.03,0,1.79640718562874e-05,1.79640718562874e-05,2.9940119760479e-05,1.19760479041916e-05
0.04,1.79640718562874e-05,1.79640718562874e-05,1.79640718562874e-05,1.79640718562874e-05,1.79640718562874e-05
0.05,0,5.98802395209581e-06,1.19760479041916e-05,0,0
0.06,0,0,5.98802395209581e-06,5.98802395209581e-06,0
0.07,0,0,0,0,0
0.08,0,0,0,0,5.98802395209581e-06
0.09,5.98802395209581e-06,5.98802395209581e-06,0,5.98802395209581e-06,5.98802395209581e-06
0.1,0,0,0,0,0
