delta,t2,w2,s2,b2,p2
0.01,0.000179640718562874,0.000287425149700599,0.000305389221556886,0.000568862275449102,0.000239520958083832
0.02,8.98203592814371e-05,0.000143712574850299,0.000149700598802395,0.000293413173652695,0.000125748502994012
0.03,4.19161676646707e-05,2.9940119760479e-05,7.78443113772455e-05,0.00011377245508982,5.98802395209581e-05
0.04,5.98802395209581e-06,0,1.19760479041916e-05,2.9940119760479e-05,5.98802395209581e-06
0.05,1.19760479041916e-05,1.79640718562874e-05,2.39520958083832e-05,2.9940119760479e-05,1.19760479041916e-05
0.06,0,0,1.19760479041916e-05,0,0
0.07,0,5.98802395209581e-06,5.98802395209581e-06,2.39520958083832e-05,0
0.08,0,0,0,0,0
0.09,0,5.98802395209581e-06,0,5.98802395209581e-06,0
0.1,0,0,0,0,0
