delta,t2,w2,s2,b2,p2
0.01,2.9940119760479e-05,0.000179640718562874,0.000281437125748503,7.18562874251497e-05,5.38922155688623e-05
0.02,2.39520958083832e-05,2.9940119760479e-05,4.79041916167665e-05,3.59281437125749e-05,2.9940119760479e-05
0.03,5.98802395209581e-06,1.79640718562874e-05,5.38922155688623e-05,5.98802395209581e-06,5.98802395209581e-06
0.04,0,0,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.05,5.98802395209581e-06,5.98802395209581e-06,0,5.98802395209581e-06,5.98802395209581e-06
0.06,0,0,5.98802395209581e-06,0,0
0.07,0,0,5.98802395209581e-06,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
