delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0397185628742515,0.0567724550898204,0.0508203592814371,0.0438263473053892,0.0438982035928144,0.027814371257485,0.0424191616766467,0.0391437125748503,0.0333592814371258,0.0316107784431138
0.02,0.0848622754491018,0.10114371257485,0.0847365269461078,0.0928443113772455,0.0909580838323353,0.0591976047904192,0.073437125748503,0.0630059880239521,0.0714491017964072,0.0652035928143713
0.03,0.145706586826347,0.161916167664671,0.127299401197605,0.158047904191617,0.154556886227545,0.10340119760479,0.118125748502994,0.0937185628742515,0.123455089820359,0.112778443113772
0.04,0.232497005988024,0.247203592814371,0.18288622754491,0.24948502994012,0.243724550898204,0.17002994011976,0.186395209580838,0.13614371257485,0.200461077844311,0.18351497005988
0.05,0.346011976047904,0.353041916167665,0.255107784431138,0.366479041916168,0.359173652694611,0.265568862275449,0.275922155688623,0.197047904191617,0.307353293413174,0.283305389221557
0.06,0.467281437125749,0.465706586826347,0.336467065868264,0.48962874251497,0.481251497005988,0.37551497005988,0.382047904191617,0.268994011976048,0.422778443113772,0.394892215568862
0.07,0.585670658682635,0.577916167664671,0.423395209580838,0.607850299401198,0.596994011976048,0.495035928143713,0.493826347305389,0.349676646706587,0.54314371257485,0.512820359281437
0.08,0.692065868263473,0.678796407185629,0.509982035928144,0.713455089820359,0.701335329341317,0.607353293413174,0.59740119760479,0.43474251497006,0.653479041916168,0.623119760479042
0.09,0.77911377245509,0.761526946107785,0.590185628742515,0.798101796407186,0.786137724550898,0.707580838323353,0.691844311377246,0.515383233532934,0.747263473053892,0.719832335329341
0.1,0.845011976047904,0.828125748502994,0.663550898203593,0.861736526946108,0.850149700598802,0.785401197604791,0.769065868263473,0.594892215568862,0.819455089820359,0.794532934131737
