delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0769940119760479,0.117640718562874,0.113353293413174,0.0774550898203593,0.0821736526946108,0.0523293413173653,0.087748502994012,0.0871437125748503,0.0570658682634731,0.0578562874251497
0.02,0.253347305389222,0.301269461077844,0.252976047904192,0.257964071856287,0.260718562874252,0.192796407185629,0.240850299401198,0.200646706586826,0.206179640718563,0.201736526946108
0.03,0.494994011976048,0.533341317365269,0.441293413173653,0.502185628742515,0.501844311377246,0.418407185628743,0.461676646706587,0.374191616766467,0.437275449101796,0.429035928143713
0.04,0.694011976047904,0.722802395209581,0.625101796407186,0.70059880239521,0.699065868263473,0.631461077844311,0.667017964071856,0.562580838323353,0.647479041916168,0.639479041916168
0.05,0.809083832335329,0.829544910179641,0.756233532934132,0.812790419161677,0.812538922155689,0.767317365269461,0.793449101796407,0.708580838323353,0.778107784431138,0.772718562874251
0.06,0.873347305389222,0.887299401197605,0.837862275449102,0.875508982035928,0.875898203592814,0.844461077844311,0.863814371257485,0.806041916167665,0.851850299401198,0.848850299401198
0.07,0.913754491017964,0.921874251497006,0.883754491017964,0.91477245508982,0.915664670658683,0.891083832335329,0.904335329341317,0.862101796407186,0.896862275449102,0.894449101796407
0.08,0.941652694610779,0.946724550898204,0.914556886227545,0.942724550898204,0.943119760479042,0.923766467065868,0.932544910179641,0.896766467065868,0.928209580838323,0.926125748502994
0.09,0.962670658682635,0.965395209580838,0.940137724550898,0.963850299401198,0.963562874251497,0.948616766467066,0.955293413173653,0.926395209580838,0.952419161676647,0.950544910179641
0.1,0.977329341317365,0.978502994011976,0.958359281437126,0.978197604790419,0.977934131736527,0.967323353293413,0.971053892215569,0.947562874251497,0.970065868263473,0.968538922155689
