delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0185329341317365,0.0183952095808383,0.016497005988024,0.0227065868263473,0.0177065868263473,0.0116706586826347,0.0114910179640719,0.0114011976047904,0.0161497005988024,0.0111976047904192
0.02,0.0365808383233533,0.0349820359281437,0.0293053892215569,0.0431197604790419,0.0349461077844311,0.0217544910179641,0.0198982035928144,0.017437125748503,0.0286167664670659,0.0207904191616766
0.03,0.0663473053892216,0.0633353293413174,0.0499760479041916,0.077437125748503,0.0639580838323353,0.039814371257485,0.0371976047904192,0.0299940119760479,0.0515808383233533,0.0387425149700599
0.04,0.106437125748503,0.102065868263473,0.0792095808383234,0.12237125748503,0.103053892215569,0.0676946107784431,0.0636287425149701,0.0491916167664671,0.084748502994012,0.0660898203592814
0.05,0.163646706586826,0.156305389221557,0.117209580838323,0.185197604790419,0.159700598802395,0.10925748502994,0.10188622754491,0.0752814371257485,0.133682634730539,0.107269461077844
0.06,0.240017964071856,0.228263473053892,0.172473053892216,0.265934131736527,0.234844311377246,0.169532934131737,0.158610778443114,0.116592814371257,0.201407185628743,0.166748502994012
0.07,0.324946107784431,0.310712574850299,0.237083832335329,0.354532934131737,0.320209580838323,0.241802395209581,0.228017964071856,0.168736526946108,0.280053892215569,0.23922754491018
0.08,0.418275449101796,0.402467065868264,0.306407185628743,0.451017964071856,0.412952095808383,0.324275449101796,0.306946107784431,0.226946107784431,0.368700598802395,0.320874251497006
0.09,0.511389221556886,0.491137724550898,0.380730538922156,0.54402994011976,0.506119760479042,0.413958083832335,0.391610778443114,0.292916167664671,0.460652694610779,0.410928143712575
0.1,0.602874251497006,0.583077844311377,0.45997005988024,0.634526946107784,0.598011976047904,0.505461077844311,0.48240119760479,0.368437125748503,0.552808383233533,0.50262874251497
