delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0115149700598802,0.0103233532934132,0.00898203592814371,0.0176646706586826,0.0120479041916168,0.00850898203592814,0.00676646706586826,0.00716167664670659,0.0170538922155689,0.00937724550898204
0.02,0.0151017964071856,0.0137784431137725,0.0106646706586826,0.0227964071856287,0.0159520958083832,0.0095748502994012,0.00793413173652695,0.00802994011976048,0.0193473053892216,0.0107245508982036
0.03,0.020562874251497,0.0181616766467066,0.0144311377245509,0.0303952095808383,0.0214311377245509,0.0118682634730539,0.00991616766467066,0.00992814371257485,0.0231497005988024,0.0129880239520958
0.04,0.0271377245508982,0.0240179640718563,0.0180898203592814,0.039,0.0281437125748503,0.0150538922155689,0.0122275449101796,0.011748502994012,0.0287125748502994,0.0163952095808383
0.05,0.0339640718562874,0.0303592814371258,0.0234191616766467,0.0484131736526946,0.0351437125748503,0.0190898203592814,0.0154191616766467,0.0149760479041916,0.0346586826347305,0.0208083832335329
0.06,0.0439221556886228,0.0381017964071856,0.028748502994012,0.061814371257485,0.0447185628742515,0.0248323353293413,0.0191556886227545,0.018497005988024,0.0440838323353293,0.0263473053892216
0.07,0.0548083832335329,0.0477065868263473,0.0368263473053892,0.0771437125748503,0.0557425149700599,0.0319101796407186,0.0242275449101796,0.0236586826347305,0.0543532934131737,0.0330958083832335
0.08,0.0688502994011976,0.0598982035928144,0.044,0.0944191616766467,0.0700538922155689,0.0396586826347305,0.0312455089820359,0.0283413173652695,0.0678383233532934,0.0413053892215569
0.09,0.0823413173652695,0.0712814371257485,0.0528562874251497,0.112760479041916,0.0829281437125749,0.0489281437125749,0.038059880239521,0.0348083832335329,0.0807245508982036,0.050814371257485
0.1,0.101538922155689,0.0876586826347305,0.0655572787861005,0.136443113772455,0.102185628742515,0.0616526946107785,0.0479101796407186,0.0437906813813256,0.0995329341317365,0.063437125748503
