delta,t2,w2,s2,b2,p2
0.01,0.000550898203592814,0.00262874251497006,0.00559880239520958,0.00070059880239521,0.000610778443113772
0.02,8.38323353293413e-05,0.000401197604790419,0.00153293413173653,0.000119760479041916,9.58083832335329e-05
0.03,2.39520958083832e-05,0.000125748502994012,0.000646706586826347,4.19161676646707e-05,2.9940119760479e-05
0.04,0,2.9940119760479e-05,0.000203592814371258,0,0
0.05,0,0,4.79041916167665e-05,0,0
0.06,0,0,1.79640718562874e-05,0,0
0.07,0,0,5.98802395209581e-06,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
