delta,t2,w2,s2,b2,p2
0.01,0.000353293413173653,0.00167065868263473,0.00358682634730539,0.000377245508982036,0.000365269461077844
0.02,7.78443113772455e-05,0.000419161676646707,0.00115568862275449,9.58083832335329e-05,9.58083832335329e-05
0.03,5.98802395209581e-06,0.000191616766467066,0.000497005988023952,5.98802395209581e-06,5.98802395209581e-06
0.04,0,2.39520958083832e-05,0.000131736526946108,0,0
0.05,0,1.79640718562874e-05,5.98802395209581e-05,0,0
0.06,0,5.98802395209581e-06,3.59281437125749e-05,0,0
0.07,0,0,0,0,0
0.08,0,0,0,0,0
0.09,0,0,1.19760479041916e-05,0,0
0.1,0,0,1.19760479041916e-05,0,0
