delta,t2,w2,s2,b2,p2
0.01,0.00234730538922156,0.0018502994011976,0.0019940119760479,0.00470658682634731,0.00223952095808383
0.02,0.0012874251497006,0.000982035928143713,0.0012874251497006,0.00276646706586826,0.00108383233532934
0.03,0.000718562874251497,0.000568862275449102,0.000610778443113772,0.00162874251497006,0.000670658682634731
0.04,0.000323353293413174,0.000251497005988024,0.000407185628742515,0.000766467065868264,0.000317365269461078
0.05,0.000287425149700599,0.000233532934131737,0.000353293413173653,0.000622754491017964,0.000269461077844311
0.06,0.000107784431137725,6.58682634730539e-05,0.000167664670658683,0.000197604790419162,0.000101796407185629
0.07,5.98802395209581e-05,6.58682634730539e-05,0.000101796407185629,0.000137724550898204,7.18562874251497e-05
0.08,5.38922155688623e-05,3.59281437125749e-05,3.59281437125749e-05,7.78443113772455e-05,4.79041916167665e-05
0.09,2.39520958083832e-05,2.39520958083832e-05,5.98802395209581e-05,5.38922155688623e-05,2.39520958083832e-05
0.1,5.98802395209581e-06,5.98802395209581e-06,1.19760479041916e-05,1.19760479041916e-05,5.98802395209581e-06
