delta,t2,w2,s2,b2,p2
0.01,0.00246107784431138,0.00163473053892216,0.00210179640718563,0.0054311377245509,0.00264670658682635
0.02,0.00188023952095808,0.00123353293413174,0.00152694610778443,0.00425748502994012,0.00211976047904192
0.03,0.00130538922155689,0.000964071856287425,0.00123353293413174,0.00289221556886228,0.00144311377245509
0.04,0.000880239520958084,0.000640718562874252,0.000916167664670659,0.00213173652694611,0.00101796407185629
0.05,0.000640718562874252,0.000401197604790419,0.000544910179640719,0.00148502994011976,0.000736526946107784
0.06,0.000431137724550898,0.000329341317365269,0.000419161676646707,0.00107784431137725,0.000520958083832335
0.07,0.000305389221556886,0.000209580838323353,0.00029940119760479,0.000790419161676647,0.000365269461077844
0.08,0.000245508982035928,0.000107784431137725,0.000149700598802395,0.000532934131736527,0.000269461077844311
0.09,0.000119760479041916,8.98203592814371e-05,0.000179640718562874,0.000281437125748503,0.000143712574850299
0.1,0.000131736526946108,8.98203592814371e-05,0.000137724550898204,0.000281437125748503,0.000131736526946108
