delta,t2,w2,s2,b2,p2
0.01,0.00139520958083832,0.00219760479041916,0.00197604790419162,0.00291017964071856,0.00173652694610778
0.02,0.000646706586826347,0.000958083832335329,0.000910179640718563,0.0014311377245509,0.000796407185628743
0.03,0.00029940119760479,0.000395209580838323,0.000479041916167665,0.000640718562874252,0.000335329341317365
0.04,8.38323353293413e-05,0.000131736526946108,0.000227544910179641,0.00025748502994012,0.000101796407185629
0.05,6.58682634730539e-05,7.18562874251497e-05,0.000107784431137725,0.000107784431137725,6.58682634730539e-05
0.06,1.19760479041916e-05,1.19760479041916e-05,4.79041916167665e-05,3.59281437125749e-05,1.19760479041916e-05
0.07,2.39520958083832e-05,3.59281437125749e-05,4.19161676646707e-05,4.19161676646707e-05,2.39520958083832e-05
0.08,0,0,5.98802395209581e-06,1.79640718562874e-05,0
0.09,5.98802395209581e-06,1.79640718562874e-05,1.19760479041916e-05,5.98802395209581e-06,5.98802395209581e-06
0.1,0,0,0,0,0
