delta,t2,w2,s2,b2,p2
0.01,0.000784431137724551,0.00154491017964072,0.00259281437125749,0.00117365269461078,0.000910179640718563
0.02,0.000215568862275449,0.000389221556886228,0.0010059880239521,0.000287425149700599,0.000221556886227545
0.03,2.9940119760479e-05,6.58682634730539e-05,0.000419161676646707,4.79041916167665e-05,2.9940119760479e-05
0.04,0,1.79640718562874e-05,0.000197604790419162,1.19760479041916e-05,5.98802395209581e-06
0.05,0,0,0.000101796407185629,0,0
0.06,0,5.98802395209581e-06,4.19161676646707e-05,0,0
0.07,0,0,4.79041916167665e-05,0,0
0.08,0,5.98802395209581e-06,1.19760479041916e-05,0,0
0.09,0,0,1.19760479041916e-05,0,0
0.1,0,0,5.98802395209581e-06,0,0
