delta,t2,w2,s2,b2,p2
0.01,0.0214131736526946,0.0243592814371258,0.0333892215568862,0.0225269461077844,0.0208562874251497
0.02,0.00774251497005988,0.00982035928143713,0.016377245508982,0.00821556886227545,0.00752694610778443
0.03,0.00256287425149701,0.00344311377245509,0.00822155688622754,0.00276646706586826,0.00250299401197605
0.04,0.000862275449101796,0.00148502994011976,0.00427544910179641,0.000946107784431138,0.000826347305389222
0.05,0.000227544910179641,0.000497005988023952,0.00180838323353293,0.000251497005988024,0.000221556886227545
0.06,7.78443113772455e-05,0.000131736526946108,0.000718562874251497,8.98203592814371e-05,6.58682634730539e-05
0.07,2.39520958083832e-05,7.18562874251497e-05,0.000287425149700599,2.39520958083832e-05,2.39520958083832e-05
0.08,5.98802395209581e-06,1.79640718562874e-05,8.38323353293413e-05,5.98802395209581e-06,5.98802395209581e-06
0.09,0,0,5.38922155688623e-05,0,0
0.1,0,0,5.98802395209581e-06,0,0
