delta,t2,w2,s2,b2,p2
0.01,0.00941916167664671,0.0188443113772455,0.0302754491017964,0.0100778443113772,0.00938922155688623
0.02,0.00155688622754491,0.00497005988023952,0.0113233532934132,0.00167065868263473,0.00155089820359281
0.03,0.000239520958083832,0.00144910179640719,0.00394011976047904,0.000263473053892216,0.000245508982035928
0.04,1.79640718562874e-05,0.000317365269461078,0.00120958083832335,2.39520958083832e-05,1.79640718562874e-05
0.05,0,8.98203592814371e-05,0.00037125748502994,0,0
0.06,0,4.19161676646707e-05,0.000101796407185629,0,0
0.07,0,5.98802395209581e-06,2.9940119760479e-05,0,0
0.08,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
