delta,t2,w2,s2,b2,p2
0.01,0.0302155688622755,0.0322754491017964,0.0451197604790419,0.0319041916167665,0.0302574850299401
0.02,0.0177544910179641,0.0189880239520958,0.0297185628742515,0.0186586826347305,0.017748502994012
0.03,0.0098622754491018,0.0109580838323353,0.0196586826347305,0.010502994011976,0.0098562874251497
0.04,0.00538922155688623,0.0059940119760479,0.0126526946107784,0.00573053892215569,0.00537125748502994
0.05,0.00291017964071856,0.00338922155688623,0.00769461077844311,0.00312574850299401,0.00292215568862275
0.06,0.00153293413173653,0.00162874251497006,0.00427544910179641,0.00164670658682635,0.00154491017964072
0.07,0.000754491017964072,0.00088622754491018,0.00293413173652695,0.000790419161676647,0.000766467065868264
0.08,0.000353293413173653,0.000401197604790419,0.00136526946107784,0.000365269461077844,0.000353293413173653
0.09,0.00018562874251497,0.000209580838323353,0.000874251497005988,0.000197604790419162,0.000191616766467066
0.1,6.58682634730539e-05,7.78443113772455e-05,0.000383233532934132,7.18562874251497e-05,6.58682634730539e-05
