delta,t2,w2,s2,b2,p2
0.01,0.00719760479041916,0.0157844311377246,0.0232395209580838,0.00773053892215569,0.00717365269461078
0.02,0.00152095808383234,0.00440119760479042,0.00796407185628743,0.00165269461077844,0.00151497005988024
0.03,0.000407185628742515,0.00187425149700599,0.00303592814371258,0.000431137724550898,0.000413173652694611
0.04,9.58083832335329e-05,0.000640718562874252,0.00143712574850299,0.000107784431137725,9.58083832335329e-05
0.05,4.19161676646707e-05,0.000239520958083832,0.000658682634730539,5.38922155688623e-05,4.19161676646707e-05
0.06,1.79640718562874e-05,0.000107784431137725,0.000377245508982036,2.39520958083832e-05,1.79640718562874e-05
0.07,0,7.18562874251497e-05,0.000191616766467066,0,0
0.08,0,0,1.79640718562874e-05,0,0
0.09,0,1.19760479041916e-05,1.79640718562874e-05,0,0
0.1,0,1.19760479041916e-05,2.39520958083832e-05,0,0
