delta,t2,w2,s2,b2,p2
0.01,0.0172754491017964,0.0248502994011976,0.0268922155688623,0.0193652694610778,0.017251497005988
0.02,0.00594610778443114,0.0091437125748503,0.0118922155688623,0.00678443113772455,0.00593413173652695
0.03,0.00197604790419162,0.00346706586826347,0.00608383233532934,0.00223353293413174,0.00196407185628743
0.04,0.00074251497005988,0.00134131736526946,0.0028622754491018,0.000856287425149701,0.000754491017964072
0.05,0.000251497005988024,0.000538922155688623,0.00118562874251497,0.000305389221556886,0.00025748502994012
0.06,7.18562874251497e-05,0.000173652694610778,0.00051497005988024,9.58083832335329e-05,7.18562874251497e-05
0.07,4.79041916167665e-05,8.98203592814371e-05,0.000323353293413174,5.38922155688623e-05,4.79041916167665e-05
0.08,1.19760479041916e-05,4.19161676646707e-05,0.000107784431137725,1.19760479041916e-05,1.19760479041916e-05
0.09,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-05,5.98802395209581e-06,5.98802395209581e-06
0.1,0,5.98802395209581e-06,2.9940119760479e-05,0,0
