alpha,t2,w2,s2,b2,p2
0.001,0,0,0,0,0
0.002,0,0,1.19760479041916e-05,0,0
0.003,0,5.98802395209581e-06,1.79640718562874e-05,0,0
0.004,0,5.98802395209581e-06,1.79640718562874e-05,5.98802395209581e-06,0
0.005,0,5.98802395209581e-06,2.9940119760479e-05,1.19760479041916e-05,0
0.006,5.98802395209581e-06,5.98802395209581e-06,2.9940119760479e-05,1.79640718562874e-05,5.98802395209581e-06
0.007,5.98802395209581e-06,1.19760479041916e-05,3.59281437125749e-05,1.79640718562874e-05,1.19760479041916e-05
0.008,1.19760479041916e-05,2.39520958083832e-05,4.79041916167665e-05,1.79640718562874e-05,1.19760479041916e-05
0.009,1.79640718562874e-05,2.39520958083832e-05,4.79041916167665e-05,1.79640718562874e-05,1.79640718562874e-05
0.01,1.79640718562874e-05,2.39520958083832e-05,7.78443113772455e-05,1.79640718562874e-05,1.79640718562874e-05
0.02,3.59281437125749e-05,5.38922155688623e-05,0.000161676646706587,6.58682634730539e-05,3.59281437125749e-05
0.03,8.38323353293413e-05,9.58083832335329e-05,0.000227544910179641,0.000119760479041916,8.38323353293413e-05
0.04,0.000131736526946108,0.000131736526946108,0.00029940119760479,0.000173652694610778,0.000131736526946108
0.05,0.000197604790419162,0.000221556886227545,0.000401197604790419,0.000233532934131737,0.000191616766467066
0.06,0.000245508982035928,0.000275449101796407,0.000568862275449102,0.000329341317365269,0.000245508982035928
0.07,0.000341317365269461,0.000359281437125749,0.000670658682634731,0.000419161676646707,0.000341317365269461
0.08,0.000419161676646707,0.000407185628742515,0.000808383233532934,0.000479041916167665,0.000425149700598802
0.09,0.000479041916167665,0.000508982035928144,0.00101197604790419,0.000634730538922156,0.000479041916167665
0.1,0.000640718562874252,0.000604790419161677,0.00122754491017964,0.000778443113772455,0.000640718562874252
