alpha,t2,w2,s2,b2,p2
0.001,0,0,0,0,0
0.002,0,0,0,0,0
0.003,0,0,0,0,0
0.004,0,0,0,5.98802395209581e-06,0
0.005,5.98802395209581e-06,0,0,5.98802395209581e-06,5.98802395209581e-06
0.006,5.98802395209581e-06,5.98802395209581e-06,0,5.98802395209581e-06,5.98802395209581e-06
0.007,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06
0.008,5.98802395209581e-06,5.98802395209581e-06,1.19760479041916e-05,5.98802395209581e-06,5.98802395209581e-06
0.009,5.98802395209581e-06,5.98802395209581e-06,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.01,5.98802395209581e-06,5.98802395209581e-06,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.02,5.98802395209581e-06,5.98802395209581e-06,5.38922155688623e-05,5.98802395209581e-06,5.98802395209581e-06
0.03,5.98802395209581e-06,5.98802395209581e-06,6.58682634730539e-05,5.98802395209581e-06,5.98802395209581e-06
0.04,5.98802395209581e-06,5.98802395209581e-06,0.000101796407185629,5.98802395209581e-06,5.98802395209581e-06
0.05,2.39520958083832e-05,1.19760479041916e-05,0.000131736526946108,2.39520958083832e-05,2.39520958083832e-05
0.06,2.39520958083832e-05,1.79640718562874e-05,0.000221556886227545,2.39520958083832e-05,2.39520958083832e-05
0.07,2.39520958083832e-05,2.9940119760479e-05,0.000281437125748503,2.39520958083832e-05,2.39520958083832e-05
0.08,2.39520958083832e-05,3.59281437125749e-05,0.000323353293413174,2.39520958083832e-05,2.39520958083832e-05
0.09,3.59281437125749e-05,4.79041916167665e-05,0.000347305389221557,4.79041916167665e-05,4.19161676646707e-05
0.1,6.58682634730539e-05,7.78443113772455e-05,0.000383233532934132,7.18562874251497e-05,6.58682634730539e-05
