alpha,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.001,0.731203592814371,0.762443113772455,0.682964071856287,0.75188622754491,0.746934131736527,0.68574251497006,0.719586826347305,0.635670658682635,0.722437125748503,0.70688622754491
0.002,0.773023952095809,0.801538922155689,0.731574850299401,0.787820359281437,0.784880239520958,0.731185628742515,0.762443113772455,0.682964071856287,0.760095808383234,0.74688622754491
0.003,0.796185628742515,0.824083832335329,0.756149700598802,0.807730538922156,0.80574251497006,0.75622754491018,0.786317365269461,0.70814371257485,0.780844311377246,0.769976047904192
0.004,0.812401197604791,0.838149700598802,0.778467065868263,0.822383233532934,0.820670658682635,0.773017964071856,0.801538922155689,0.731574850299401,0.795437125748503,0.784838323353293
0.005,0.82451497005988,0.848790419161677,0.788347305389222,0.833383233532934,0.831610778443114,0.785544910179641,0.814748502994012,0.74402994011976,0.806604790419162,0.796317365269461
0.006,0.834275449101796,0.856586826347306,0.798568862275449,0.842730538922156,0.840604790419162,0.796179640718563,0.824083832335329,0.756155688622755,0.816017964071856,0.805820359281437
0.007,0.843083832335329,0.864209580838323,0.809047904191617,0.850299401197605,0.848580838323353,0.804586826347305,0.831305389221557,0.766071856287425,0.823562874251497,0.813790419161677
0.008,0.850095808383234,0.870359281437126,0.810005988023952,0.857065868263473,0.85514371257485,0.812395209580838,0.838149700598802,0.778479041916168,0.829904191616766,0.820610778443114
0.009,0.85625748502994,0.874778443113773,0.817520958083832,0.862946107784431,0.860568862275449,0.818976047904192,0.843437125748503,0.778479041916168,0.835730538922156,0.826550898203593
0.01,0.86162874251497,0.880437125748503,0.826784431137725,0.867922155688623,0.865688622754491,0.82451497005988,0.848790419161677,0.788359281437126,0.840880239520958,0.831562874251497
0.02,0.896580838323353,0.90837125748503,0.864353293413174,0.901083832335329,0.898191616766467,0.86162874251497,0.880455089820359,0.826820359281437,0.873610778443114,0.865700598802395
0.03,0.915562874251497,0.924341317365269,0.883778443113772,0.919437125748503,0.916197604790419,0.88214371257485,0.897119760479042,0.848023952095808,0.891940119760479,0.884934131736527
0.04,0.928502994011976,0.934215568862275,0.897167664670659,0.931634730538922,0.928592814371257,0.896574850299401,0.908389221556886,0.864437125748503,0.904790419161677,0.898185628742515
0.05,0.937778443113772,0.941335329341317,0.904077844311377,0.940592814371258,0.93765868263473,0.907311377245509,0.916556886227545,0.872389221556886,0.914305389221557,0.908467065868263
0.06,0.945089820359281,0.947059880239521,0.913395209580838,0.947329341317365,0.944712574850299,0.915562874251497,0.924383233532934,0.883928143712575,0.92185628742515,0.916119760479042
0.07,0.950706586826347,0.952526946107784,0.919359281437126,0.952682634730539,0.950317365269461,0.922712574850299,0.92985628742515,0.886814371257485,0.928095808383233,0.923083832335329
0.08,0.955107784431138,0.95651497005988,0.925203592814371,0.957059880239521,0.954646706586826,0.928502994011976,0.934269461077844,0.89734131736527,0.933353293413174,0.928640718562874
0.09,0.959077844311377,0.960149700598802,0.929149700598802,0.960916167664671,0.958640718562874,0.933449101796407,0.938173652694611,0.900958083832335,0.937862275449102,0.933419161676647
0.1,0.962508982035928,0.963029940119761,0.935790419161677,0.964011976047904,0.962023952095808,0.937778443113772,0.941413173652695,0.904287425149701,0.94177245508982,0.937610778443114
