delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.226407185628743,0.257347305389222,0.22059880239521,0.234748502994012,0.22451497005988,0.150077844311377,0.182652694610778,0.164802395209581,0.163179640718563,0.15037125748503
0.02,0.407532934131737,0.434029940119761,0.358616766467066,0.418335329341317,0.405263473053892,0.287161676646707,0.31885628742515,0.265502994011976,0.305239520958084,0.287682634730539
0.03,0.587580838323353,0.607646706586826,0.506413173652695,0.598359281437126,0.585353293413174,0.456011976047904,0.484185628742515,0.397365269461078,0.475586826347305,0.456664670658683
0.04,0.737718562874252,0.749365269461078,0.640616766467066,0.746778443113773,0.736137724550898,0.622,0.641383233532934,0.532395209580838,0.639838323353293,0.622425149700599
0.05,0.843293413173653,0.847898203592814,0.744580838323353,0.850562874251497,0.842185628742515,0.753592814371257,0.763850299401198,0.648904191616767,0.767898203592814,0.753940119760479
0.06,0.910502994011976,0.914958083832335,0.829401197604791,0.915209580838323,0.909778443113772,0.848407185628743,0.856778443113772,0.753281437125748,0.858862275449102,0.848574850299401
0.07,0.950413173652695,0.952353293413174,0.887197604790419,0.953532934131737,0.949976047904192,0.90777245508982,0.913820359281437,0.83059880239521,0.915161676646706,0.907850299401198
0.08,0.971550898203593,0.971634730538922,0.922215568862275,0.973425149700599,0.971251497005988,0.944862275449102,0.946874251497006,0.879305389221557,0.949544910179641,0.944922155688623
0.09,0.984425149700599,0.984071856287425,0.947796407185629,0.985550898203593,0.984275449101796,0.967473053892216,0.968125748502994,0.916413173652695,0.970712574850299,0.967479041916168
0.1,0.991682634730539,0.991892215568862,0.965844311377245,0.992251497005988,0.991622754491018,0.981802395209581,0.981982035928144,0.943197604790419,0.983748502994012,0.981790419161677
