delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.174658682634731,0.177748502994012,0.160353293413174,0.178544910179641,0.171269461077844,0.117670658682635,0.123808383233533,0.128946107784431,0.12340119760479,0.115203592814371
0.02,0.300940119760479,0.298922155688623,0.255287425149701,0.306413173652695,0.296880239520958,0.198203592814371,0.200467065868263,0.182101796407186,0.205473053892216,0.194808383233533
0.03,0.445964071856287,0.440305389221557,0.372670658682635,0.451976047904192,0.441107784431138,0.316826347305389,0.314580838323353,0.271383233532934,0.325850299401198,0.312556886227545
0.04,0.593443113772455,0.581568862275449,0.488670658682635,0.599311377245509,0.589131736526946,0.456988023952096,0.447814371257485,0.373898203592814,0.466616766467066,0.452862275449102
0.05,0.724868263473054,0.711473053892216,0.60422754491018,0.729778443113773,0.721335329341317,0.603149700598802,0.588718562874252,0.492101796407186,0.612167664670659,0.599293413173653
0.06,0.829538922155689,0.815305389221557,0.708095808383234,0.833233532934132,0.826832335329341,0.730161676646707,0.71525748502994,0.604035928143713,0.738107784431138,0.727251497005988
0.07,0.900904191616766,0.888622754491018,0.791688622754491,0.903443113772455,0.899101796407186,0.827299401197605,0.813365269461078,0.702700598802395,0.833215568862275,0.82511377245509
0.08,0.944706586826347,0.936754491017964,0.856353293413174,0.946299401197605,0.943838323353294,0.897215568862275,0.886125748502994,0.786862275449102,0.901670658682635,0.895922155688623
0.09,0.97114371257485,0.965263473053892,0.902395209580838,0.972011976047904,0.97059880239521,0.942035928143713,0.933185628742515,0.84834131736527,0.944592814371257,0.941089820359282
0.1,0.985658682634731,0.982095808383234,0.933706586826347,0.986149700598802,0.985389221556886,0.968538922155689,0.961922155688623,0.892778443113772,0.970125748502994,0.96802994011976
