delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.128610778443114,0.126508982035928,0.088874251497006,0.141664670658683,0.121089820359281,0.0987005988023952,0.0966706586826347,0.0660359281437126,0.118808383233533,0.0912814371257485
0.02,0.175389221556886,0.171005988023952,0.119976047904192,0.190994011976048,0.165658682634731,0.117538922155689,0.113820359281437,0.0769520958083832,0.139952095808383,0.10874251497006
0.03,0.230718562874252,0.22622754491018,0.161622754491018,0.249413173652695,0.21962874251497,0.14837125748503,0.143652694610778,0.0978323353293413,0.174700598802395,0.138862275449102
0.04,0.293461077844311,0.285766467065868,0.204275449101796,0.313706586826347,0.28051497005988,0.189467065868263,0.183011976047904,0.123928143712575,0.218898203592814,0.178245508982036
0.05,0.363275449101796,0.354377245508982,0.256251497005988,0.385958083832335,0.34985628742515,0.242868263473054,0.233736526946108,0.159730538922156,0.275305389221557,0.230251497005988
0.06,0.436580838323353,0.425203592814371,0.312610778443114,0.459508982035928,0.42188622754491,0.302449101796407,0.291335329341317,0.202544910179641,0.339035928143713,0.289179640718563
0.07,0.50637125748503,0.495089820359281,0.370532934131737,0.530317365269461,0.492011976047904,0.36785628742515,0.355215568862275,0.249407185628743,0.405365269461078,0.353556886227545
0.08,0.578107784431138,0.566431137724551,0.432676646706587,0.601730538922156,0.563862275449102,0.435203592814371,0.420844311377245,0.302676646706587,0.474287425149701,0.419808383233533
0.09,0.644383233532934,0.631700598802395,0.492287425149701,0.66625748502994,0.631011976047904,0.504179640718563,0.489556886227545,0.356299401197605,0.542814371257485,0.489934131736527
0.1,0.705449101796407,0.692263473053892,0.550131736526946,0.724958083832335,0.692347305389222,0.570335329341317,0.553299401197605,0.414880239520958,0.608928143712575,0.556029940119761
