delta,t2,w2,s2,b2,p2
0.01,0.000155688622754491,0.000383233532934132,0.000646706586826347,0.000341317365269461,0.000215568862275449
0.02,2.9940119760479e-05,8.38323353293413e-05,0.000239520958083832,8.98203592814371e-05,4.79041916167665e-05
0.03,5.98802395209581e-06,1.79640718562874e-05,9.58083832335329e-05,1.79640718562874e-05,1.79640718562874e-05
0.04,0,0,2.39520958083832e-05,0,0
0.05,0,0,1.19760479041916e-05,0,0
0.06,0,5.98802395209581e-06,1.19760479041916e-05,0,0
0.07,0,0,5.98802395209581e-06,0,0
0.08,0,0,5.98802395209581e-06,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
