delta,t2,w2,s2,b2,p2
0.01,0.000329341317365269,0.000347305389221557,0.00141317365269461,0.000431137724550898,0.000323353293413174
0.02,8.98203592814371e-05,8.38323353293413e-05,0.000634730538922156,0.000107784431137725,8.38323353293413e-05
0.03,5.98802395209581e-06,1.79640718562874e-05,0.000215568862275449,5.98802395209581e-06,5.98802395209581e-06
0.04,0,5.98802395209581e-06,9.58083832335329e-05,0,0
0.05,0,0,6.58682634730539e-05,0,0
0.06,0,0,1.79640718562874e-05,0,0
0.07,0,0,2.39520958083832e-05,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
