delta,t2,w2,s2,b2,p2
0.01,0.000383233532934132,0.000365269461077844,0.000694610778443114,0.000652694610778443,0.00037125748502994
0.02,0.000203592814371258,0.000203592814371258,0.000341317365269461,0.000317365269461078,0.000179640718562874
0.03,8.38323353293413e-05,7.78443113772455e-05,0.000143712574850299,0.000173652694610778,7.18562874251497e-05
0.04,1.79640718562874e-05,1.79640718562874e-05,6.58682634730539e-05,3.59281437125749e-05,1.19760479041916e-05
0.05,5.98802395209581e-06,1.79640718562874e-05,6.58682634730539e-05,5.98802395209581e-06,5.98802395209581e-06
0.06,0,5.98802395209581e-06,1.79640718562874e-05,0,0
0.07,0,0,0,0,0
0.08,0,0,1.19760479041916e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,5.98802395209581e-06,0,0
