delta,t2,w2,s2,b2,p2
0.01,8.38323353293413e-05,0.000317365269461078,0.000562874251497006,0.000221556886227545,0.000131736526946108
0.02,3.59281437125749e-05,6.58682634730539e-05,0.000197604790419162,6.58682634730539e-05,5.38922155688623e-05
0.03,5.98802395209581e-06,5.38922155688623e-05,8.98203592814371e-05,2.39520958083832e-05,1.79640718562874e-05
0.04,5.98802395209581e-06,5.98802395209581e-06,4.79041916167665e-05,5.98802395209581e-06,5.98802395209581e-06
0.05,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06
0.06,0,0,5.98802395209581e-06,0,0
0.07,0,0,1.19760479041916e-05,0,0
0.08,0,0,5.98802395209581e-06,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
