delta,t2,w2,s2,b2,p2
0.01,0.000239520958083832,0.000676646706586826,0.00103592814371257,0.000407185628742515,0.000287425149700599
0.02,6.58682634730539e-05,0.000137724550898204,0.000275449101796407,0.000107784431137725,6.58682634730539e-05
0.03,1.19760479041916e-05,4.19161676646707e-05,9.58083832335329e-05,1.19760479041916e-05,1.19760479041916e-05
0.04,1.19760479041916e-05,1.79640718562874e-05,3.59281437125749e-05,1.19760479041916e-05,1.19760479041916e-05
0.05,0,0,3.59281437125749e-05,0,0
0.06,0,0,5.98802395209581e-06,0,0
0.07,0,0,0,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
