delta,t2,w2,s2,b2,p2
0.01,0.000562874251497006,0.000497005988023952,0.000778443113772455,0.00101796407185629,0.000616766467065868
0.02,0.000263473053892216,0.000233532934131737,0.000736526946107784,0.000568862275449102,0.00029940119760479
0.03,0.000155688622754491,0.000167664670658683,0.000401197604790419,0.000293413173652695,0.000173652694610778
0.04,0.000119760479041916,0.000101796407185629,0.000311377245508982,0.000221556886227545,0.000125748502994012
0.05,5.98802395209581e-05,1.79640718562874e-05,0.000155688622754491,0.000131736526946108,5.38922155688623e-05
0.06,3.59281437125749e-05,2.9940119760479e-05,4.19161676646707e-05,6.58682634730539e-05,3.59281437125749e-05
0.07,1.79640718562874e-05,1.79640718562874e-05,2.9940119760479e-05,3.59281437125749e-05,1.19760479041916e-05
0.08,5.98802395209581e-06,0,0,1.19760479041916e-05,5.98802395209581e-06
0.09,1.79640718562874e-05,1.19760479041916e-05,3.59281437125749e-05,1.79640718562874e-05,1.79640718562874e-05
0.1,0,0,1.19760479041916e-05,0,0
