delta,t2,w2,s2,b2,p2
0.01,0.000221556886227545,0.000377245508982036,0.00025748502994012,0.000790419161676647,0.000347305389221557
0.02,0.000107784431137725,0.000161676646706587,0.000137724550898204,0.000221556886227545,0.000143712574850299
0.03,3.59281437125749e-05,5.98802395209581e-05,4.79041916167665e-05,0.000119760479041916,5.98802395209581e-05
0.04,5.98802395209581e-06,1.19760479041916e-05,1.19760479041916e-05,4.79041916167665e-05,1.79640718562874e-05
0.05,1.19760479041916e-05,1.19760479041916e-05,1.19760479041916e-05,1.79640718562874e-05,1.19760479041916e-05
0.06,0,0,1.19760479041916e-05,5.98802395209581e-06,0
0.07,5.98802395209581e-06,5.98802395209581e-06,0,5.98802395209581e-06,5.98802395209581e-06
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
