delta,t2,w2,s2,b2,p2
0.01,0.00051497005988024,0.000281437125748503,0.00037125748502994,0.00175449101796407,0.000508982035928144
0.02,0.000287425149700599,0.000149700598802395,0.000239520958083832,0.000802395209580838,0.000263473053892216
0.03,0.000161676646706587,4.79041916167665e-05,0.00011377245508982,0.000532934131736527,0.000161676646706587
0.04,7.18562874251497e-05,4.19161676646707e-05,7.18562874251497e-05,0.000221556886227545,7.18562874251497e-05
0.05,6.58682634730539e-05,4.19161676646707e-05,5.38922155688623e-05,0.000179640718562874,5.98802395209581e-05
0.06,1.79640718562874e-05,0,1.19760479041916e-05,8.38323353293413e-05,1.79640718562874e-05
0.07,5.98802395209581e-06,0,1.79640718562874e-05,5.38922155688623e-05,0
0.08,0,0,5.98802395209581e-06,3.59281437125749e-05,0
0.09,0,0,5.98802395209581e-06,1.19760479041916e-05,0
0.1,5.98802395209581e-06,0,0,5.98802395209581e-06,5.98802395209581e-06
