delta,t2,w2,s2,b2,p2
0.01,0.00180838323353293,0.00101197604790419,0.00117964071856287,0.00426946107784431,0.00198802395209581
0.02,0.00134131736526946,0.000790419161676647,0.000832335329341317,0.00338922155688623,0.00155688622754491
0.03,0.000940119760479042,0.000622754491017964,0.00070059880239521,0.00225748502994012,0.00109580838323353
0.04,0.000646706586826347,0.000425149700598802,0.000479041916167665,0.00161676646706587,0.000730538922155689
0.05,0.000467065868263473,0.000263473053892216,0.000275449101796407,0.00107185628742515,0.000544910179640719
0.06,0.000281437125748503,0.000203592814371258,0.000239520958083832,0.000832335329341317,0.000341317365269461
0.07,0.000203592814371258,0.000125748502994012,0.000143712574850299,0.000604790419161677,0.000233532934131737
0.08,0.000167664670658683,5.38922155688623e-05,7.78443113772455e-05,0.000377245508982036,0.000191616766467066
0.09,0.000101796407185629,5.98802395209581e-05,7.18562874251497e-05,0.000221556886227545,0.000101796407185629
0.1,8.38323353293413e-05,3.59281437125749e-05,4.19161676646707e-05,0.000215568862275449,0.000101796407185629
