delta,t2,w2,s2,b2,p2
0.01,0.000826347305389222,0.00119760479041916,0.000952095808383234,0.00219161676646707,0.00110179640718563
0.02,0.000245508982035928,0.000425149700598802,0.000359281437125749,0.000706586826347305,0.000305389221556886
0.03,0.000137724550898204,0.000215568862275449,0.000161676646706587,0.00029940119760479,0.000167664670658683
0.04,4.79041916167665e-05,5.98802395209581e-05,5.98802395209581e-05,0.000119760479041916,7.18562874251497e-05
0.05,2.39520958083832e-05,2.39520958083832e-05,3.59281437125749e-05,4.79041916167665e-05,2.9940119760479e-05
0.06,5.98802395209581e-06,1.19760479041916e-05,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.07,5.98802395209581e-06,1.19760479041916e-05,1.79640718562874e-05,1.19760479041916e-05,1.19760479041916e-05
0.08,0,0,2.39520958083832e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
