delta,t2,w2,s2,b2,p2
0.01,0.00129341317365269,0.00126946107784431,0.00198802395209581,0.00188023952095808,0.00124550898203593
0.02,0.000538922155688623,0.000610778443113772,0.000940119760479042,0.000868263473053892,0.000508982035928144
0.03,0.000245508982035928,0.000209580838323353,0.000467065868263473,0.000329341317365269,0.000239520958083832
0.04,8.98203592814371e-05,7.18562874251497e-05,0.000209580838323353,0.000125748502994012,8.98203592814371e-05
0.05,2.9940119760479e-05,2.9940119760479e-05,0.000155688622754491,4.79041916167665e-05,2.9940119760479e-05
0.06,5.98802395209581e-06,1.19760479041916e-05,7.78443113772455e-05,1.19760479041916e-05,5.98802395209581e-06
0.07,0,0,5.98802395209581e-05,5.98802395209581e-06,0
0.08,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.09,0,0,5.98802395209581e-06,0,0
0.1,0,0,5.98802395209581e-06,0,0
