alpha,t2,w2,s2,b2,p2
0.001,0,0,0,0,0
0.002,0,0,1.19760479041916e-05,5.98802395209581e-06,0
0.003,0,5.98802395209581e-06,1.19760479041916e-05,5.98802395209581e-06,5.98802395209581e-06
0.004,5.98802395209581e-06,5.98802395209581e-06,1.19760479041916e-05,5.98802395209581e-06,5.98802395209581e-06
0.005,5.98802395209581e-06,1.19760479041916e-05,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.006,5.98802395209581e-06,1.19760479041916e-05,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.007,5.98802395209581e-06,1.79640718562874e-05,2.9940119760479e-05,5.98802395209581e-06,5.98802395209581e-06
0.008,5.98802395209581e-06,1.79640718562874e-05,3.59281437125749e-05,5.98802395209581e-06,5.98802395209581e-06
0.009,5.98802395209581e-06,1.79640718562874e-05,3.59281437125749e-05,5.98802395209581e-06,5.98802395209581e-06
0.01,5.98802395209581e-06,2.39520958083832e-05,3.59281437125749e-05,5.98802395209581e-06,5.98802395209581e-06
0.02,5.98802395209581e-06,4.19161676646707e-05,0.000107784431137725,1.79640718562874e-05,1.19760479041916e-05
0.03,1.79640718562874e-05,4.79041916167665e-05,0.000179640718562874,2.9940119760479e-05,1.79640718562874e-05
0.04,1.79640718562874e-05,7.78443113772455e-05,0.00025748502994012,7.78443113772455e-05,1.79640718562874e-05
0.05,5.38922155688623e-05,0.000107784431137725,0.000305389221556886,0.000137724550898204,5.98802395209581e-05
0.06,0.00011377245508982,0.000137724550898204,0.000449101796407186,0.000155688622754491,0.00011377245508982
0.07,0.000137724550898204,0.000173652694610778,0.000598802395209581,0.000215568862275449,0.000137724550898204
0.08,0.000173652694610778,0.000233532934131737,0.000712574850299401,0.000251497005988024,0.000173652694610778
0.09,0.000215568862275449,0.000287425149700599,0.000712574850299401,0.000293413173652695,0.000215568862275449
0.1,0.000251497005988024,0.000329341317365269,0.000952095808383234,0.000359281437125749,0.00025748502994012
