alpha,t2,w2,s2,b2,p2
0.001,0,0,5.98802395209581e-06,0,0
0.002,0,0,5.98802395209581e-06,0,0
0.003,0,0,1.19760479041916e-05,0,0
0.004,0,0,1.19760479041916e-05,0,0
0.005,0,0,1.79640718562874e-05,0,0
0.006,0,0,1.79640718562874e-05,0,0
0.007,0,0,1.79640718562874e-05,0,0
0.008,0,0,2.39520958083832e-05,0,0
0.009,0,0,2.39520958083832e-05,0,0
0.01,0,0,2.39520958083832e-05,0,0
0.02,0,1.19760479041916e-05,5.98802395209581e-05,5.98802395209581e-06,0
0.03,5.98802395209581e-06,1.79640718562874e-05,8.38323353293413e-05,1.19760479041916e-05,5.98802395209581e-06
0.04,1.19760479041916e-05,2.9940119760479e-05,0.00011377245508982,1.79640718562874e-05,1.19760479041916e-05
0.05,2.39520958083832e-05,2.9940119760479e-05,0.000161676646706587,3.59281437125749e-05,2.39520958083832e-05
0.06,3.59281437125749e-05,5.38922155688623e-05,0.000281437125748503,3.59281437125749e-05,3.59281437125749e-05
0.07,3.59281437125749e-05,6.58682634730539e-05,0.000293413173652695,4.79041916167665e-05,3.59281437125749e-05
0.08,4.79041916167665e-05,0.00011377245508982,0.000389221556886228,5.98802395209581e-05,4.79041916167665e-05
0.09,5.98802395209581e-05,0.000131736526946108,0.000461077844311377,7.18562874251497e-05,5.98802395209581e-05
0.1,7.18562874251497e-05,0.000173652694610778,0.00051497005988024,9.58083832335329e-05,7.18562874251497e-05
