alpha,t2,w2,s2,b2,p2
0.001,0,0,5.98802395209581e-06,5.98802395209581e-06,0
0.002,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06
0.003,5.98802395209581e-06,5.98802395209581e-06,1.79640718562874e-05,5.98802395209581e-06,1.19760479041916e-05
0.004,5.98802395209581e-06,1.79640718562874e-05,1.79640718562874e-05,1.19760479041916e-05,1.79640718562874e-05
0.005,5.98802395209581e-06,1.79640718562874e-05,1.79640718562874e-05,2.9940119760479e-05,1.79640718562874e-05
0.006,5.98802395209581e-06,2.39520958083832e-05,1.79640718562874e-05,3.59281437125749e-05,1.79640718562874e-05
0.007,5.98802395209581e-06,3.59281437125749e-05,1.79640718562874e-05,3.59281437125749e-05,2.39520958083832e-05
0.008,1.19760479041916e-05,3.59281437125749e-05,2.39520958083832e-05,3.59281437125749e-05,2.39520958083832e-05
0.009,1.79640718562874e-05,4.19161676646707e-05,2.39520958083832e-05,4.19161676646707e-05,3.59281437125749e-05
0.01,1.79640718562874e-05,4.79041916167665e-05,2.39520958083832e-05,4.19161676646707e-05,3.59281437125749e-05
0.02,5.38922155688623e-05,0.00011377245508982,0.000149700598802395,7.78443113772455e-05,5.38922155688623e-05
0.03,7.18562874251497e-05,0.000173652694610778,0.000245508982035928,0.000167664670658683,8.98203592814371e-05
0.04,0.000137724550898204,0.000221556886227545,0.000341317365269461,0.000227544910179641,0.000167664670658683
0.05,0.000191616766467066,0.000263473053892216,0.000467065868263473,0.000311377245508982,0.000215568862275449
0.06,0.000251497005988024,0.000359281437125749,0.00055688622754491,0.000401197604790419,0.000275449101796407
0.07,0.000341317365269461,0.000455089820359281,0.000748502994011976,0.000502994011976048,0.000353293413173653
0.08,0.000407185628742515,0.00051497005988024,0.000868263473053892,0.000610778443113772,0.000419161676646707
0.09,0.000502994011976048,0.000634730538922156,0.000868263473053892,0.000706586826347305,0.000508982035928144
0.1,0.000604790419161677,0.000820359281437126,0.00126347305389222,0.000820359281437126,0.000592814371257485
