alpha,t2,w2,s2,b2,p2
0.001,0,5.98802395209581e-06,5.98802395209581e-05,5.98802395209581e-06,0
0.002,5.98802395209581e-06,1.19760479041916e-05,9.58083832335329e-05,1.19760479041916e-05,5.98802395209581e-06
0.003,1.19760479041916e-05,2.9940119760479e-05,0.00011377245508982,2.39520958083832e-05,1.19760479041916e-05
0.004,2.39520958083832e-05,4.19161676646707e-05,0.000167664670658683,3.59281437125749e-05,2.39520958083832e-05
0.005,3.59281437125749e-05,4.19161676646707e-05,0.000239520958083832,4.19161676646707e-05,3.59281437125749e-05
0.006,4.19161676646707e-05,5.38922155688623e-05,0.00025748502994012,4.79041916167665e-05,4.19161676646707e-05
0.007,4.19161676646707e-05,5.98802395209581e-05,0.000305389221556886,4.79041916167665e-05,4.19161676646707e-05
0.008,4.79041916167665e-05,5.98802395209581e-05,0.000359281437125749,5.38922155688623e-05,4.79041916167665e-05
0.009,4.79041916167665e-05,7.18562874251497e-05,0.000413173652694611,5.98802395209581e-05,4.79041916167665e-05
0.01,5.98802395209581e-05,7.78443113772455e-05,0.000455089820359281,7.18562874251497e-05,5.98802395209581e-05
0.02,0.000137724550898204,0.000173652694610778,0.000880239520958084,0.000155688622754491,0.000143712574850299
0.03,0.000227544910179641,0.00025748502994012,0.00127544910179641,0.000251497005988024,0.000221556886227545
0.04,0.000329341317365269,0.000389221556886228,0.00172455089820359,0.000365269461077844,0.000329341317365269
0.05,0.000455089820359281,0.000538922155688623,0.00210778443113772,0.000497005988023952,0.000449101796407186
0.06,0.000622754491017964,0.000754491017964072,0.00258682634730539,0.000712574850299401,0.00062874251497006
0.07,0.00081437125748503,0.0010059880239521,0.00291616766467066,0.000970059880239521,0.000808383233532934
0.08,0.00106586826347305,0.00120958083832335,0.00332335329341317,0.0011437125748503,0.00106586826347305
0.09,0.0012874251497006,0.00137724550898204,0.00377844311377246,0.0014311377245509,0.00130538922155689
0.1,0.00153293413173653,0.00162874251497006,0.00427544910179641,0.00164670658682635,0.00154491017964072
