alpha,t2,w2,s2,b2,p2
0.001,0,0,1.19760479041916e-05,0,0
0.002,0,0,1.79640718562874e-05,0,0
0.003,0,0,2.39520958083832e-05,1.19760479041916e-05,0
0.004,0,0,2.39520958083832e-05,1.19760479041916e-05,0
0.005,0,5.98802395209581e-06,2.9940119760479e-05,1.19760479041916e-05,0
0.006,0,5.98802395209581e-06,2.9940119760479e-05,1.79640718562874e-05,0
0.007,5.98802395209581e-06,1.19760479041916e-05,4.79041916167665e-05,2.9940119760479e-05,0
0.008,1.19760479041916e-05,1.19760479041916e-05,4.79041916167665e-05,3.59281437125749e-05,1.19760479041916e-05
0.009,1.19760479041916e-05,1.19760479041916e-05,4.79041916167665e-05,4.19161676646707e-05,2.39520958083832e-05
0.01,1.19760479041916e-05,1.79640718562874e-05,4.79041916167665e-05,4.19161676646707e-05,2.39520958083832e-05
0.02,4.19161676646707e-05,6.58682634730539e-05,0.000137724550898204,0.000107784431137725,4.79041916167665e-05
0.03,0.000101796407185629,0.000143712574850299,0.000239520958083832,0.000179640718562874,0.000107784431137725
0.04,0.000143712574850299,0.000245508982035928,0.000359281437125749,0.00025748502994012,0.000149700598802395
0.05,0.000197604790419162,0.000323353293413174,0.000502994011976048,0.000389221556886228,0.000197604790419162
0.06,0.000287425149700599,0.000437125748502994,0.000688622754491018,0.000473053892215569,0.000287425149700599
0.07,0.000401197604790419,0.000532934131736527,0.000976047904191617,0.000568862275449102,0.000407185628742515
0.08,0.000485029940119761,0.000664670658682635,0.00106586826347305,0.000718562874251497,0.000479041916167665
0.09,0.000580838323353293,0.000796407185628743,0.00106586826347305,0.000856287425149701,0.000592814371257485
0.1,0.000724550898203593,0.000958083832335329,0.00141317365269461,0.000964071856287425,0.000730538922155689
