delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.00338323353293413,0.00366467065868264,0.00550898203592815,0.00490419161676647,0.00354491017964072,0.00226946107784431,0.00210179640718563,0.00407185628742515,0.00402994011976048,0.00247305389221557
0.02,0.00490419161676647,0.00523353293413174,0.00783233532934132,0.00711377245508982,0.00522754491017964,0.00279041916167665,0.00289221556886228,0.00532934131736527,0.00489221556886228,0.00304191616766467
0.03,0.00794610778443114,0.00868862275449102,0.0112275449101796,0.0115988023952096,0.00849101796407186,0.00426347305389222,0.00474251497005988,0.0071437125748503,0.00729940119760479,0.00472455089820359
0.04,0.0125988023952096,0.0125568862275449,0.0153053892215569,0.0177425149700599,0.0132814371257485,0.00705389221556886,0.00703592814371258,0.00989820359281437,0.0114431137724551,0.00762874251497006
0.05,0.0188982035928144,0.0178023952095808,0.0206586826347305,0.0254610778443114,0.0196526946107784,0.0106407185628743,0.00996407185628742,0.0127245508982036,0.0173952095808383,0.0113892215568862
0.06,0.0267904191616766,0.0253233532934132,0.0279580838323353,0.0366467065868264,0.0276467065868264,0.0158922155688623,0.0144131736526946,0.017251497005988,0.0245209580838323,0.0167904191616766
0.07,0.0393532934131737,0.0358682634730539,0.0380359281437126,0.0523173652694611,0.0403832335329341,0.0240179640718563,0.0210419161676647,0.0242574850299401,0.036497005988024,0.0249161676646707
0.08,0.0524131736526946,0.0478802395209581,0.0481916167664671,0.0687425149700599,0.0535868263473054,0.0324910179640719,0.0279520958083832,0.0306706586826347,0.0486467065868264,0.0338682634730539
0.09,0.0730538922155689,0.0664191616766467,0.0635808383233533,0.0944670658682635,0.0742634730538922,0.0473353293413174,0.0398862275449102,0.0418443113772455,0.0681916167664671,0.0485269461077844
0.1,0.0979940119760479,0.0887245508982036,0.0837245508982036,0.124293413173653,0.0995209580838323,0.0654431137724551,0.0557305389221557,0.0553832335329341,0.0918982035928144,0.0670419161676647
