alpha,t2,w2,s2,b2,p2
0.001,1.19760479041916e-05,2.9940119760479e-05,1.19760479041916e-05,8.38323353293413e-05,3.59281437125749e-05
0.002,3.59281437125749e-05,5.98802395209581e-05,4.79041916167665e-05,0.000119760479041916,5.98802395209581e-05
0.003,7.18562874251497e-05,8.98203592814371e-05,7.18562874251497e-05,0.000167664670658683,9.58083832335329e-05
0.004,8.38323353293413e-05,0.000131736526946108,7.18562874251497e-05,0.000209580838323353,0.000125748502994012
0.005,0.000107784431137725,0.000167664670658683,0.000161676646706587,0.000251497005988024,0.000131736526946108
0.006,0.000137724550898204,0.000215568862275449,0.000161676646706587,0.00029940119760479,0.000167664670658683
0.007,0.000161676646706587,0.000227544910179641,0.000221556886227545,0.000347305389221557,0.00018562874251497
0.008,0.000179640718562874,0.00025748502994012,0.000275449101796407,0.000389221556886228,0.000209580838323353
0.009,0.000197604790419162,0.000311377245508982,0.000275449101796407,0.000419161676646707,0.000245508982035928
0.01,0.000233532934131737,0.000335329341317365,0.000275449101796407,0.000479041916167665,0.00025748502994012
0.02,0.000532934131736527,0.000646706586826347,0.000718562874251497,0.000982035928143713,0.000598802395209581
0.03,0.000910179640718563,0.00119161676646707,0.00117365269461078,0.00141317365269461,0.000982035928143713
0.04,0.00124550898203593,0.00166467065868263,0.00173652694610778,0.0018562874251497,0.00135329341317365
0.05,0.00162275449101796,0.00209580838323353,0.00206586826347305,0.00236526946107784,0.0017185628742515
0.06,0.00205988023952096,0.00262275449101796,0.00267664670658683,0.00287425149700599,0.0021377245508982
0.07,0.00249700598802395,0.00305389221556886,0.00365269461077844,0.00340718562874252,0.00254491017964072
0.08,0.00295808383233533,0.00364071856287425,0.00437724550898204,0.00404191616766467,0.00301796407185629
0.09,0.00344311377245509,0.00422754491017964,0.00437724550898204,0.00464670658682635,0.00344311377245509
0.1,0.00404191616766467,0.00491017964071856,0.00580838323353293,0.00520958083832335,0.00405988023952096
