alpha,t2,w2,s2,b2,p2
0.001,5.98802395209581e-05,1.19760479041916e-05,6.58682634730539e-05,0.000281437125748503,5.38922155688623e-05
0.002,0.000161676646706587,4.79041916167665e-05,0.00011377245508982,0.000532934131736527,0.000161676646706587
0.003,0.000233532934131737,8.98203592814371e-05,0.000209580838323353,0.00070059880239521,0.000215568862275449
0.004,0.000323353293413174,0.000191616766467066,0.000215568862275449,0.000880239520958084,0.000305389221556886
0.005,0.000437125748502994,0.000305389221556886,0.000359281437125749,0.00102994011976048,0.000407185628742515
0.006,0.000538922155688623,0.000395209580838323,0.000359281437125749,0.00120359281437126,0.000502994011976048
0.007,0.000646706586826347,0.000473053892215569,0.000407185628742515,0.00141317365269461,0.000574850299401198
0.008,0.000718562874251497,0.000568862275449102,0.000610778443113772,0.00162874251497006,0.000670658682634731
0.009,0.000844311377245509,0.000664670658682635,0.000610778443113772,0.00180239520958084,0.000772455089820359
0.01,0.00092814371257485,0.00074251497005988,0.000610778443113772,0.00193413173652695,0.000862275449101796
0.02,0.00208982035928144,0.00181437125748503,0.00166467065868263,0.00363473053892216,0.0018562874251497
0.03,0.00334131736526946,0.00315568862275449,0.00253892215568862,0.0052934131736527,0.00308383233532934
0.04,0.00470658682634731,0.00462275449101796,0.0035748502994012,0.0071497005988024,0.00432934131736527
0.05,0.00623353293413174,0.00607784431137725,0.00501796407185629,0.00887425149700599,0.00567065868263473
0.06,0.00789820359281437,0.00761676646706587,0.00585029940119761,0.0103892215568862,0.00705988023952096
0.07,0.0092874251497006,0.00916766467065868,0.00720359281437126,0.0120059880239521,0.00850898203592814
0.08,0.0106467065868263,0.0108922155688623,0.0091437125748503,0.0135748502994012,0.0098622754491018
0.09,0.0121736526946108,0.0123592814371257,0.0091437125748503,0.0154071856287425,0.0111796407185629
0.1,0.0136407185628743,0.0140958083832335,0.0114670658682635,0.0173173652694611,0.0126167664670659
