alpha,t2,w2,s2,b2,p2
0.001,0,1.79640718562874e-05,1.79640718562874e-05,2.9940119760479e-05,1.19760479041916e-05
0.002,5.98802395209581e-06,4.79041916167665e-05,5.38922155688623e-05,5.38922155688623e-05,2.39520958083832e-05
0.003,2.39520958083832e-05,9.58083832335329e-05,8.38323353293413e-05,0.00011377245508982,4.19161676646707e-05
0.004,3.59281437125749e-05,0.000119760479041916,8.38323353293413e-05,0.000137724550898204,7.78443113772455e-05
0.005,5.38922155688623e-05,0.000149700598802395,0.000161676646706587,0.000191616766467066,0.000107784431137725
0.006,7.78443113772455e-05,0.000191616766467066,0.000161676646706587,0.000221556886227545,0.000125748502994012
0.007,9.58083832335329e-05,0.000239520958083832,0.000233532934131737,0.000269461077844311,0.000149700598802395
0.008,0.00011377245508982,0.000245508982035928,0.00029940119760479,0.000305389221556886,0.000167664670658683
0.009,0.000131736526946108,0.00029940119760479,0.00029940119760479,0.000329341317365269,0.000197604790419162
0.01,0.000161676646706587,0.000323353293413174,0.00029940119760479,0.00037125748502994,0.000251497005988024
0.02,0.000437125748502994,0.00074251497005988,0.000730538922155689,0.000766467065868264,0.000550898203592814
0.03,0.000688622754491018,0.00119161676646707,0.00110179640718563,0.00121556886227545,0.000850299401197605
0.04,0.00107185628742515,0.00169461077844311,0.00150299401197605,0.00176646706586826,0.00119760479041916
0.05,0.00147305389221557,0.00211976047904192,0.0018502994011976,0.00219760479041916,0.00161077844311377
0.06,0.00187425149700599,0.00258083832335329,0.00248502994011976,0.00269461077844311,0.00201796407185629
0.07,0.00226946107784431,0.00302395209580838,0.00322155688622755,0.00327544910179641,0.00236526946107784
0.08,0.00278443113772455,0.0035748502994012,0.00388023952095808,0.00380239520958084,0.00283233532934132
0.09,0.0032814371257485,0.00408982035928144,0.00388023952095808,0.00433532934131737,0.00331736526946108
0.1,0.00376646706586826,0.00467065868263473,0.0051377245508982,0.00483832335329341,0.00380838323353293
