alpha,t2,w2,s2,b2,p2
0.001,7.18562874251497e-05,0.00011377245508982,0.000191616766467066,0.000161676646706587,7.18562874251497e-05
0.002,0.000155688622754491,0.000167664670658683,0.000401197604790419,0.000293413173652695,0.000173652694610778
0.003,0.000239520958083832,0.000269461077844311,0.000544910179640719,0.000467065868263473,0.00025748502994012
0.004,0.000329341317365269,0.00037125748502994,0.000694610778443114,0.000658682634730539,0.000353293413173653
0.005,0.000491017964071856,0.000461077844311377,0.000808383233532934,0.000796407185628743,0.000502994011976048
0.006,0.000622754491017964,0.00055688622754491,0.00102395209580838,0.000970059880239521,0.000664670658682635
0.007,0.000706586826347305,0.000724550898203593,0.00123353293413174,0.0011377245508982,0.000730538922155689
0.008,0.000832335329341317,0.000826347305389222,0.00144311377245509,0.00134131736526946,0.000838323353293413
0.009,0.000970059880239521,0.000940119760479042,0.00149700598802395,0.00150898203592814,0.000982035928143713
0.01,0.00110778443113772,0.001,0.00174251497005988,0.00163473053892216,0.00112574850299401
0.02,0.00246107784431138,0.00247904191616767,0.00330538922155689,0.00327544910179641,0.00246706586826347
0.03,0.00395209580838323,0.00395808383233533,0.00526946107784431,0.00504191616766467,0.00396407185628743
0.04,0.00558083832335329,0.00558682634730539,0.00656287425149701,0.00682035928143713,0.00559281437125749
0.05,0.0072814371257485,0.00747305389221557,0.00835928143712575,0.00887425149700599,0.0072874251497006
0.06,0.0091497005988024,0.00926347305389221,0.0106407185628743,0.0106167664670659,0.0091377245508982
0.07,0.0109221556886228,0.0111077844311377,0.0120299401197605,0.0126766467065868,0.0109041916167665
0.08,0.0128263473053892,0.0130239520958084,0.0137904191616766,0.0146167664670659,0.0128083832335329
0.09,0.0147425149700599,0.0148922155688623,0.0165449101796407,0.0165209580838323,0.0147365269461078
0.1,0.0165868263473054,0.0168982035928144,0.0186646706586826,0.0186526946107784,0.0166107784431138
