alpha,t2,w2,s2,b2,p2
0.001,0,2.9940119760479e-05,8.98203592814371e-05,0,0
0.002,0,4.79041916167665e-05,0.000149700598802395,0,0
0.003,0,7.18562874251497e-05,0.000239520958083832,5.98802395209581e-06,5.98802395209581e-06
0.004,5.98802395209581e-06,8.98203592814371e-05,0.00029940119760479,5.98802395209581e-06,5.98802395209581e-06
0.005,5.98802395209581e-06,0.000107784431137725,0.000353293413173653,5.98802395209581e-06,5.98802395209581e-06
0.006,5.98802395209581e-06,0.000137724550898204,0.000407185628742515,5.98802395209581e-06,5.98802395209581e-06
0.007,5.98802395209581e-06,0.000161676646706587,0.000467065868263473,5.98802395209581e-06,5.98802395209581e-06
0.008,5.98802395209581e-06,0.000191616766467066,0.000497005988023952,5.98802395209581e-06,5.98802395209581e-06
0.009,5.98802395209581e-06,0.000227544910179641,0.000574850299401198,1.19760479041916e-05,5.98802395209581e-06
0.01,5.98802395209581e-06,0.000233532934131737,0.000652694610778443,1.19760479041916e-05,1.19760479041916e-05
0.02,2.9940119760479e-05,0.000461077844311377,0.00108982035928144,3.59281437125749e-05,2.9940119760479e-05
0.03,5.38922155688623e-05,0.000616766467065868,0.00146706586826347,5.98802395209581e-05,5.98802395209581e-05
0.04,7.78443113772455e-05,0.000880239520958084,0.0017125748502994,9.58083832335329e-05,8.38323353293413e-05
0.05,0.000119760479041916,0.00101197604790419,0.00195808383233533,0.000131736526946108,0.000125748502994012
0.06,0.000161676646706587,0.00119760479041916,0.0021497005988024,0.000179640718562874,0.000167664670658683
0.07,0.000227544910179641,0.00134730538922156,0.00241916167664671,0.000251497005988024,0.000227544910179641
0.08,0.000287425149700599,0.00150898203592814,0.00267664670658683,0.000317365269461078,0.000293413173652695
0.09,0.000341317365269461,0.00167065868263473,0.00280838323353293,0.000377245508982036,0.000341317365269461
0.1,0.000407185628742515,0.00187425149700599,0.00303592814371258,0.000431137724550898,0.000413173652694611
