alpha,t2,w2,s2,b2,p2
0.001,0,5.98802395209581e-06,2.9940119760479e-05,5.98802395209581e-06,0
0.002,5.98802395209581e-06,1.79640718562874e-05,9.58083832335329e-05,1.79640718562874e-05,1.79640718562874e-05
0.003,1.19760479041916e-05,2.9940119760479e-05,0.000131736526946108,2.39520958083832e-05,1.79640718562874e-05
0.004,2.39520958083832e-05,3.59281437125749e-05,0.000191616766467066,2.9940119760479e-05,2.39520958083832e-05
0.005,2.39520958083832e-05,4.19161676646707e-05,0.000227544910179641,2.9940119760479e-05,2.9940119760479e-05
0.006,2.9940119760479e-05,4.19161676646707e-05,0.000281437125748503,2.9940119760479e-05,2.9940119760479e-05
0.007,2.9940119760479e-05,4.19161676646707e-05,0.000341317365269461,3.59281437125749e-05,2.9940119760479e-05
0.008,2.9940119760479e-05,6.58682634730539e-05,0.000419161676646707,4.79041916167665e-05,2.9940119760479e-05
0.009,2.9940119760479e-05,8.38323353293413e-05,0.000419161676646707,5.38922155688623e-05,3.59281437125749e-05
0.01,3.59281437125749e-05,0.000101796407185629,0.000532934131736527,6.58682634730539e-05,4.19161676646707e-05
0.02,0.00011377245508982,0.00025748502994012,0.000994011976047904,0.000203592814371258,0.000137724550898204
0.03,0.000227544910179641,0.000473053892215569,0.00159880239520958,0.000287425149700599,0.000233532934131737
0.04,0.000317365269461078,0.000688622754491018,0.00220958083832335,0.000389221556886228,0.000329341317365269
0.05,0.000431137724550898,0.000916167664670659,0.00267664670658683,0.000550898203592814,0.00044311377245509
0.06,0.000568862275449102,0.00123353293413174,0.00349101796407186,0.000718562874251497,0.000580838323353293
0.07,0.000724550898203593,0.00149101796407186,0.00379640718562874,0.000922155688622754,0.000736526946107784
0.08,0.000946107784431138,0.00173053892215569,0.00470059880239521,0.00112574850299401,0.000952095808383234
0.09,0.00111976047904192,0.00207784431137725,0.00512574850299401,0.0012814371257485,0.00113173652694611
0.1,0.00127544910179641,0.00238323353293413,0.0055748502994012,0.00144311377245509,0.00127544910179641
