delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.161862275449102,0.161892215568862,0.133353293413174,0.168658682634731,0.156586826347305,0.113844311377246,0.116814371257485,0.103263473053892,0.124892215568862,0.109413173652695
0.02,0.240814371257485,0.239155688622755,0.194119760479042,0.249790419161677,0.233910179640719,0.156790419161677,0.157377245508982,0.131580838323353,0.169574850299401,0.151305389221557
0.03,0.333874251497006,0.331233532934132,0.267850299401198,0.343898203592814,0.326065868263473,0.221838323353293,0.220347305389222,0.179718562874252,0.236197604790419,0.215449101796407
0.04,0.437053892215569,0.430215568862275,0.346814371257485,0.44797005988024,0.429053892215569,0.305173652694611,0.300437125748503,0.239778443113772,0.32177245508982,0.297670658682635
0.05,0.543904191616767,0.533946107784431,0.433125748502994,0.554916167664671,0.53625748502994,0.402455089820359,0.394461077844311,0.310820359281437,0.420622754491018,0.39459880239521
0.06,0.645880239520958,0.634838323353293,0.525562874251497,0.655946107784431,0.638784431137725,0.506353293413174,0.495526946107784,0.395191616766467,0.525317365269461,0.499005988023952
0.07,0.734359281437126,0.723305389221557,0.610838323353294,0.743497005988024,0.728688622754491,0.605287425149701,0.593508982035928,0.481976047904192,0.623508982035928,0.59811377245509
0.08,0.80762874251497,0.797197604790419,0.688419161676647,0.814988023952096,0.802748502994012,0.696676646706587,0.685023952095808,0.566904191616766,0.712982035928144,0.690574850299401
0.09,0.863497005988024,0.854413173652695,0.751766467065868,0.869293413173653,0.85997005988024,0.770832335329341,0.758580838323353,0.638850299401198,0.784305389221557,0.765191616766467
0.1,0.907778443113772,0.898497005988024,0.807281437125748,0.912275449101796,0.904988023952096,0.834017964071856,0.821179640718563,0.710275449101796,0.845011976047904,0.829664670658683
