delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.244215568862275,0.274610778443114,0.238934131736527,0.252556886227545,0.24214371257485,0.162850299401198,0.195778443113772,0.175443113772455,0.176317365269461,0.163053892215569
0.02,0.429550898203593,0.454796407185629,0.381832335329341,0.440413173652695,0.42714371257485,0.304892215568862,0.335155688622754,0.278550898203593,0.321335329341317,0.305131736526946
0.03,0.608568862275449,0.626976047904192,0.531646706586826,0.618934131736527,0.606221556886228,0.475251497005988,0.501790419161677,0.411281437125749,0.493706586826347,0.475562874251497
0.04,0.755107784431138,0.765293413173653,0.665508982035928,0.763479041916168,0.753167664670659,0.639473053892216,0.657245508982036,0.545658682634731,0.655982035928144,0.639832335329341
0.05,0.856293413173653,0.859311377245509,0.766365269461078,0.862461077844311,0.855149700598802,0.767532934131737,0.776802395209581,0.660473053892216,0.780616766467066,0.767736526946108
0.06,0.918976047904192,0.922359281437126,0.846988023952096,0.92288622754491,0.918089820359281,0.858790419161677,0.86622754491018,0.762251497005988,0.86822754491018,0.858880239520958
0.07,0.955670658682635,0.957095808383233,0.900604790419162,0.958077844311377,0.95522754491018,0.915071856287425,0.919934131736527,0.836892215568862,0.921832335329341,0.915053892215569
0.08,0.974730538922156,0.974586826347305,0.932586826347305,0.976323353293413,0.97451497005988,0.949556886227545,0.951023952095808,0.883676646706587,0.953550898203593,0.949532934131737
0.09,0.986353293413174,0.986131736526946,0.95577245508982,0.987305389221557,0.98622754491018,0.970724550898204,0.970922155688623,0.919185628742515,0.973455089820359,0.970688622754491
0.1,0.992664670658683,0.992814371257485,0.97151497005988,0.993245508982036,0.992580838323353,0.98374251497006,0.983928143712575,0.944964071856287,0.985293413173653,0.983724550898204
