delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.202604790419162,0.208814371257485,0.159574850299401,0.216802395209581,0.199904191616767,0.14214371257485,0.155473053892216,0.124383233532934,0.167011976047904,0.143784431137725
0.02,0.298550898203593,0.294568862275449,0.219730538922156,0.315976047904192,0.295119760479042,0.200544910179641,0.208167664670659,0.16025748502994,0.229502994011976,0.20211377245509
0.03,0.391892215568862,0.383125748502994,0.283904191616766,0.41162874251497,0.388005988023952,0.270281437125749,0.27259880239521,0.204652694610778,0.303592814371257,0.27174251497006
0.04,0.494502994011976,0.481694610778443,0.355634730538922,0.515646706586826,0.490796407185629,0.356688622754491,0.354928143712575,0.259868263473054,0.394718562874252,0.358467065868263
0.05,0.587520958083832,0.569431137724551,0.424437125748503,0.607754491017964,0.583676646706587,0.443874251497006,0.436898203592814,0.32025748502994,0.483652694610778,0.445353293413174
0.06,0.676401197604791,0.656161676646707,0.495820359281437,0.695041916167665,0.672964071856287,0.53922754491018,0.526820359281437,0.384874251497006,0.577682634730539,0.540502994011976
0.07,0.74840119760479,0.727760479041916,0.567449101796407,0.765293413173653,0.745712574850299,0.621245508982036,0.609341317365269,0.456676646706587,0.656850299401198,0.622347305389222
0.08,0.816161676646707,0.795491017964072,0.636347305389222,0.829844311377246,0.813892215568862,0.705305389221557,0.689287425149701,0.526706586826347,0.737497005988024,0.706167664670659
0.09,0.864203592814371,0.845125748502994,0.692880239520958,0.875880239520958,0.862634730538922,0.770694610778443,0.753964071856287,0.587688622754491,0.797982035928144,0.771455089820359
0.1,0.902592814371257,0.887347305389222,0.745892215568862,0.911814371257485,0.901347305389222,0.825053892215569,0.808107784431138,0.647760479041916,0.848275449101796,0.825634730538922
