alpha,t2,w2,s2,b2,p2
0.001,0,0,0,5.98802395209581e-06,0
0.002,5.98802395209581e-06,0,0,1.19760479041916e-05,5.98802395209581e-06
0.003,1.19760479041916e-05,5.98802395209581e-06,1.19760479041916e-05,2.39520958083832e-05,1.19760479041916e-05
0.004,1.79640718562874e-05,5.98802395209581e-06,3.59281437125749e-05,2.39520958083832e-05,1.79640718562874e-05
0.005,1.79640718562874e-05,1.79640718562874e-05,6.58682634730539e-05,4.19161676646707e-05,1.79640718562874e-05
0.006,2.39520958083832e-05,2.9940119760479e-05,8.38323353293413e-05,4.79041916167665e-05,2.39520958083832e-05
0.007,2.39520958083832e-05,4.19161676646707e-05,9.58083832335329e-05,5.98802395209581e-05,2.39520958083832e-05
0.008,4.79041916167665e-05,4.79041916167665e-05,0.000119760479041916,7.78443113772455e-05,4.79041916167665e-05
0.009,4.79041916167665e-05,5.98802395209581e-05,0.000131736526946108,9.58083832335329e-05,4.79041916167665e-05
0.01,5.38922155688623e-05,5.98802395209581e-05,0.000143712574850299,0.00011377245508982,5.38922155688623e-05
0.02,0.000215568862275449,0.000167664670658683,0.000347305389221557,0.000287425149700599,0.000221556886227545
0.03,0.000347305389221557,0.000353293413173653,0.000652694610778443,0.000449101796407186,0.000353293413173653
0.04,0.000485029940119761,0.00055688622754491,0.000856287425149701,0.000580838323353293,0.000485029940119761
0.05,0.000664670658682635,0.000736526946107784,0.00118562874251497,0.000832335329341317,0.000670658682634731
0.06,0.000862275449101796,0.000964071856287425,0.00151497005988024,0.00111976047904192,0.000892215568862276
0.07,0.00116167664670659,0.00117964071856287,0.00178443113772455,0.00137724550898204,0.00116167664670659
0.08,0.00138922155688623,0.00140119760479042,0.00210179640718563,0.00159880239520958,0.00139520958083832
0.09,0.00160479041916168,0.00168862275449102,0.00248502994011976,0.00183832335329341,0.00159281437125749
0.1,0.00184431137724551,0.00201197604790419,0.00283832335329341,0.00213173652694611,0.00183233532934132
