alpha,t2,w2,s2,b2,p2
0.001,0,0,0,0,0
0.002,0,0,0,0,0
0.003,0,0,0,0,0
0.004,0,0,0,5.98802395209581e-06,0
0.005,0,0,0,1.79640718562874e-05,0
0.006,0,0,0,1.79640718562874e-05,0
0.007,0,0,5.98802395209581e-06,1.79640718562874e-05,0
0.008,0,0,5.98802395209581e-06,1.79640718562874e-05,0
0.009,5.98802395209581e-06,0,5.98802395209581e-06,1.79640718562874e-05,5.98802395209581e-06
0.01,1.19760479041916e-05,5.98802395209581e-06,5.98802395209581e-06,1.79640718562874e-05,1.19760479041916e-05
0.02,2.39520958083832e-05,1.79640718562874e-05,4.79041916167665e-05,3.59281437125749e-05,2.39520958083832e-05
0.03,2.9940119760479e-05,3.59281437125749e-05,8.38323353293413e-05,5.98802395209581e-05,2.9940119760479e-05
0.04,4.19161676646707e-05,7.18562874251497e-05,0.000125748502994012,7.18562874251497e-05,4.19161676646707e-05
0.05,5.98802395209581e-05,8.98203592814371e-05,0.000191616766467066,8.98203592814371e-05,5.98802395209581e-05
0.06,7.78443113772455e-05,0.00011377245508982,0.000227544910179641,0.000119760479041916,7.78443113772455e-05
0.07,0.000107784431137725,0.000131736526946108,0.000341317365269461,0.000137724550898204,0.000107784431137725
0.08,0.000119760479041916,0.000167664670658683,0.000377245508982036,0.000173652694610778,0.000119760479041916
0.09,0.000137724550898204,0.000191616766467066,0.000377245508982036,0.000191616766467066,0.000137724550898204
0.1,0.000173652694610778,0.000251497005988024,0.000497005988023952,0.000221556886227545,0.000179640718562874
