alpha,t2,w2,s2,b2,p2
0.001,0,0,5.98802395209581e-06,0,0
0.002,0,0,1.19760479041916e-05,0,0
0.003,0,0,2.39520958083832e-05,0,0
0.004,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.005,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.006,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.007,0,5.98802395209581e-06,2.9940119760479e-05,0,0
0.008,0,5.98802395209581e-06,3.59281437125749e-05,0,0
0.009,0,5.98802395209581e-06,3.59281437125749e-05,0,0
0.01,0,5.98802395209581e-06,4.79041916167665e-05,0,0
0.02,1.79640718562874e-05,1.19760479041916e-05,7.18562874251497e-05,2.39520958083832e-05,1.79640718562874e-05
0.03,2.39520958083832e-05,5.38922155688623e-05,0.000143712574850299,2.9940119760479e-05,2.39520958083832e-05
0.04,4.79041916167665e-05,7.18562874251497e-05,0.000209580838323353,4.79041916167665e-05,3.59281437125749e-05
0.05,5.38922155688623e-05,7.78443113772455e-05,0.00025748502994012,6.58682634730539e-05,5.38922155688623e-05
0.06,6.58682634730539e-05,9.58083832335329e-05,0.000317365269461078,7.18562874251497e-05,6.58682634730539e-05
0.07,7.18562874251497e-05,0.000119760479041916,0.000353293413173653,7.78443113772455e-05,6.58682634730539e-05
0.08,7.78443113772455e-05,0.000143712574850299,0.000395209580838323,0.000107784431137725,7.78443113772455e-05
0.09,0.000107784431137725,0.000161676646706587,0.000502994011976048,0.000125748502994012,0.000107784431137725
0.1,0.000131736526946108,0.000221556886227545,0.000532934131736527,0.000173652694610778,0.00011377245508982
