delta,t2,w2,s2,b2,p2
0.01,0.000281437125748503,0.00074251497005988,0.00103592814371257,0.000479041916167665,0.000413173652694611
0.02,7.78443113772455e-05,0.000155688622754491,0.000425149700598802,0.00011377245508982,9.58083832335329e-05
0.03,2.39520958083832e-05,8.98203592814371e-05,0.00025748502994012,2.9940119760479e-05,2.9940119760479e-05
0.04,5.98802395209581e-06,2.9940119760479e-05,0.000101796407185629,1.19760479041916e-05,1.79640718562874e-05
0.05,5.98802395209581e-06,5.98802395209581e-06,4.79041916167665e-05,5.98802395209581e-06,5.98802395209581e-06
0.06,0,0,1.19760479041916e-05,0,0
0.07,0,0,1.19760479041916e-05,0,0
0.08,0,0,1.19760479041916e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
