delta,t2,w2,s2,b2,p2
0.01,0.000760479041916168,0.000802395209580838,0.00141317365269461,0.00135329341317365,0.000730538922155689
0.02,0.000347305389221557,0.000383233532934132,0.000634730538922156,0.000574850299401198,0.000335329341317365
0.03,0.00018562874251497,0.000137724550898204,0.000329341317365269,0.00025748502994012,0.000173652694610778
0.04,4.79041916167665e-05,5.38922155688623e-05,0.000155688622754491,8.98203592814371e-05,4.79041916167665e-05
0.05,5.98802395209581e-06,2.9940119760479e-05,0.000107784431137725,2.9940119760479e-05,5.98802395209581e-06
0.06,0,5.98802395209581e-06,4.19161676646707e-05,5.98802395209581e-06,0
0.07,0,0,2.39520958083832e-05,0,0
0.08,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.09,0,0,5.98802395209581e-06,0,0
0.1,0,0,5.98802395209581e-06,0,0
