delta,t2,w2,s2,b2,p2
0.01,0.000395209580838323,0.00074251497005988,0.000437125748502994,0.00111377245508982,0.000604790419161677
0.02,0.000137724550898204,0.000329341317365269,0.000203592814371258,0.000365269461077844,0.000215568862275449
0.03,3.59281437125749e-05,0.000119760479041916,8.38323353293413e-05,0.000137724550898204,7.78443113772455e-05
0.04,1.79640718562874e-05,4.19161676646707e-05,4.79041916167665e-05,6.58682634730539e-05,2.39520958083832e-05
0.05,0,2.9940119760479e-05,1.19760479041916e-05,2.9940119760479e-05,2.39520958083832e-05
0.06,5.98802395209581e-06,1.79640718562874e-05,1.79640718562874e-05,1.19760479041916e-05,1.79640718562874e-05
0.07,0,0,2.39520958083832e-05,5.98802395209581e-06,0
0.08,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06,5.98802395209581e-06
0.09,5.98802395209581e-06,5.98802395209581e-06,0,5.98802395209581e-06,5.98802395209581e-06
0.1,0,0,5.98802395209581e-06,0,0
