delta,t2,w2,s2,b2,p2
0.01,0.000269461077844311,0.0015748502994012,0.00367664670658683,0.000323353293413174,0.000281437125748503
0.02,1.79640718562874e-05,0.000191616766467066,0.00102395209580838,4.79041916167665e-05,2.39520958083832e-05
0.03,2.39520958083832e-05,7.78443113772455e-05,0.000359281437125749,2.39520958083832e-05,2.39520958083832e-05
0.04,0,5.98802395209581e-06,9.58083832335329e-05,0,0
0.05,0,0,2.9940119760479e-05,0,0
0.06,0,0,0,0,0
0.07,0,0,0,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
